8.3230060190000000E+03,1.3889783712502100E+08,5.4453868633272500E+07,-1.0107186273212100E+03,-1.2340814928583000E+01,2.9363405188655300E+01,-2.1618690959132600E-02,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.3754470908500000E+03,3.7229377899684700E+07,1.4953560144622200E+08,-8.5920466375091400E+04,-2.9253029894088600E+01,1.0103557678431700E+01,-1.3479369362282300E-02,-9.1300051738499500E-01,4.8301160459473200E-01,1.4810863185051700E-02
8.4803292345500000E+03,-1.8789163049556600E+08,6.7516294139527800E+07,7.4759676493059500E+03,-1.3060657926819000E+01,-2.1412447464900700E+01,1.4050385129538100E-02,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.5852113782500000E+03,-1.8789644065778700E+08,-1.2934345777959400E+08,1.0951079993187100E+05,1.1430407427046800E+01,-1.8236526763807600E+01,6.8684411984545800E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.6900935219500000E+03,-1.9374126693007800E+07,-2.1429142898415700E+08,1.1544793597155100E+05,2.3035411979138600E+01,1.6137223328869700E+00,-6.0432170265584600E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.7949756656500000E+03,1.5192586637136100E+08,-7.4863780867259200E+07,4.4618130068690100E+03,8.0482295242825400E+00,2.8319772666831800E+01,-1.6497513423025500E-02,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.8998578093500000E+03,2.7549393556595100E+07,1.5263496994503400E+08,-8.5339180461059500E+04,-3.0537275751186300E+01,8.8557837827496400E+00,2.3124387424852700E-03,-7.8367048437862500E-01,4.3264430877464700E-01,1.8982904049529900E-02
9.0047399530500000E+03,-2.0088430095572500E+08,6.8535835330291900E+07,1.3287038143345100E+05,-1.3898378672398800E+01,-2.0330236045581200E+01,1.9578000671556600E-02,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
9.1096220967500000E+03,-2.2483014838206600E+08,-1.2059308470614500E+08,2.3043324660175800E+05,7.0646855757413500E+00,-1.8612317130895800E+01,2.0383906400786500E-03,-6.2987686611363800E-01,8.6199968782270800E-01,1.6086125794940900E-02
9.2145042404500100E+03,-1.0533076556071600E+08,-2.2919996219390700E+08,3.0931482496409100E+05,1.8572610728590400E+01,-4.8414939053473500E+00,-1.7758558383675500E-03,-7.9008859811398300E-02,5.7314830033766100E-02,-2.1861422177591400E-03
9.3193863841500100E+03,7.7895363896289100E+07,-1.7811547898556000E+08,1.5994080575542700E+05,1.8705472138890000E+01,1.8113015890711400E+01,-2.9671299228315500E-02,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
9.3718274560000100E+03,1.3750190996854500E+08,-6.2626519905482900E+07,7.9452973587687800E+02,4.6659162334826400E+00,3.2366415847462200E+01,-3.8539957216709300E-02,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
